endTime,artistName,trackName,timePlayed
2024-06-05 17:23,Nora En Pure,Aquatic,39445
2024-06-06 10:35,Rogue,Let's Talk,10602
2024-06-06 10:35,Rogue,Let's Talk,158016
2024-06-06 10:36,King Serenity,All for U (Ameyatchi),13653
2024-06-06 10:38,Jungeli,Petit génie,122069
2024-06-06 10:39,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),77525
2024-06-06 11:51,Aya Nakamura,Copines,84480
2024-06-06 11:53,Aya Nakamura,Copines,87410
2024-06-06 11:54,Rema,Calm Down,107328
2024-06-06 11:58,Ed Sheeran,Eyes Closed,194848
2024-06-06 11:59,Billie Eilish,hotline (edit),5065
2024-06-06 11:59,Richy Mitch & The Coal Miners,Evergreen,87000
2024-06-06 13:21,Eminem,Houdini,92827
2024-06-06 13:21,George Ezra,Budapest,540
2024-06-06 13:22,Timaya,Cold Outside,3818
2024-06-06 13:25,Timaya,Cold Outside,177427
2024-06-06 13:27,CKay,emiliana,166642
2024-06-06 13:30,Harry Styles,Watermelon Sugar,4202
2024-06-06 13:30,Tinlicker,Because You Move Me,144679
2024-06-06 13:34,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369
2024-06-06 13:36,Tyler Shaw,Love You Still (abcdefu romantic version),150173
2024-06-06 13:38,CKay,love nwantiti (feat. ElGrande Toto) - North African Remix,135480
2024-06-06 13:42,Jason Mraz,I'm Yours,242946
2024-06-06 13:46,JVKE,this is what winter feels like,194782
2024-06-06 13:49,Fools Garden,Lemon Tree,191026
2024-06-06 13:52,Trinix,She Said (Big Jet Plane),173750
2024-06-06 13:53,Martin Arteta,Past Lives,76178
2024-06-06 13:56,Pheelz,Finesse,155293
2024-06-06 13:59,Kizz Daniel,Nesesari,178000
2024-06-06 14:02,Timaya,Cold Outside,181224
2024-06-06 17:42,Fireboy DML,Bandana,6624
2024-06-06 17:42,Jungeli,Petit génie,247477
2024-06-06 18:27,Fireboy DML,Bandana,61953
2024-06-06 20:34,JVKE,golden hour,0
2024-06-06 20:34,Definition,Trojan Love - Original Club Mix,241
2024-06-06 20:34,Kygo,Without You (with HAYLA),164
2024-06-06 20:34,Kygo,Without You (with HAYLA),67
2024-06-06 20:35,Jungeli,Petit génie,247381
2024-06-06 20:36,Harry Styles,As It Was,0
2024-06-06 20:36,Definition,Trojan Love - Original Club Mix,91
2024-06-06 20:39,Rogue,Let's Talk,230608
2024-06-06 20:40,Rema,Calm Down,86760
2024-06-06 20:42,Clean Bandit,Symphony (feat. Zara Larsson),8768
2024-06-06 20:42,Benson Boone,Beautiful Things,1258
2024-06-06 20:42,Crazy Frog,Popcorn,159473
2024-06-06 20:42,Jungeli,Petit génie,2090
2024-06-06 20:43,Majestic,Rasputin,44138
2024-06-06 20:46,Benson Boone,Beautiful Things,180304
2024-06-06 20:47,Imanbek,Belly Dancer,53051
2024-06-06 20:47,Majestic,Rasputin,831
2024-06-06 21:08,PSY,Gangnam Style (강남스타일),1553
2024-06-06 21:08,PSY,Gangnam Style (강남스타일),219493
2024-06-06 21:10,Gabry Ponte,Thunder,106346
2024-06-06 21:13,Nathan Evans,Wellerman - Sea Shanty,156160
2024-06-06 21:16,Taron Egerton,A Sky Full of Stars,206437
2024-06-06 21:19,Nathan Dawe,21 Reasons (feat. Ella Henderson),155253
2024-06-06 21:22,Daddy Yankee,Gasolina,192600
2024-06-06 21:25,K'NAAN,Wavin' Flag - Coca-Cola® Celebration Mix,178684
2024-06-06 21:28,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,169153
2024-06-06 21:31,Jawsh 685,Savage Love (Laxed - Siren Beat),171374
2024-06-06 21:33,Fly Project,Toca Toca,165605
2024-06-06 21:37,Carly Rae Jepsen,Call Me Maybe,193400
2024-06-06 21:52,Tones And I,Dance Monkey,155756
2024-06-06 21:56,American Authors,Best Day Of My Life,194240
2024-06-06 22:00,Bob Sinclar,Rock This Party (Everybody Dance Now),245466
2024-06-06 22:03,Avicii,The Nights,176658
2024-06-06 22:05,LUM!X,Monster,153822
2024-06-07 04:46,AronChupa,I'm an Albatraoz,30114
2024-06-07 04:48,Lil Nas X,THATS WHAT I WANT,118314
2024-06-07 04:58,Lil Nas X,MONTERO (Call Me By Your Name),110964
2024-06-07 04:58,Lil Nas X,THATS WHAT I WANT,1600
2024-06-07 04:59,Alec Benjamin,Let Me Down Slowly,43328
2024-06-07 05:01,will.i.am,I Like To Move It,49086
2024-06-07 10:11,Mae Stephens,If We Ever Broke Up,2048
2024-06-07 10:14,Rednex,Cotton Eye Joe,37230
2024-06-07 10:14,CKay,love nwantiti (ah ah ah),145800
2024-06-07 10:17,Olamide,Trumpet,188656
2024-06-07 10:20,Wande Coal,Again,156083
2024-06-07 10:22,Chop Daily,Yanna,133458
2024-06-07 10:25,Burna Boy,For My Hand (feat. Ed Sheeran),159123
2024-06-07 10:29,Jungeli,Petit génie,217259
2024-06-07 10:29,Jungeli,Petit génie,1386
2024-06-07 10:29,Midas the Jagaban,Party With A Jagaban,9307
2024-06-07 10:32,Ice Prince,Shakara,200869
2024-06-07 10:34,CKay,emiliana,92561
2024-06-07 10:36,Stromae,Bonne journée,166186
2024-06-07 10:37,Tom Odell,Another Love,32106
2024-06-07 10:40,Macklemore,Can't Hold Us (feat. Ray Dalton),191168
2024-06-07 11:23,Stromae,L’enfer,21312
2024-06-07 11:23,Stromae,Te Quiero,40618
2024-06-07 11:24,Isabelle Boulay,Parle-moi,2069
2024-06-07 11:24,Rossy,Ikalasoa,5546
2024-06-07 11:24,Linkin Park,Numb,10538
2024-06-07 11:24,Shakira,Loca (feat. El Cata),18666
2024-06-07 11:24,Céline Dion,I'm Alive,4800
2024-06-07 11:24,Train,"Hey, Soul Sister",13845
2024-06-07 11:25,Mahaleo,Ianao - Live,18090
2024-06-07 11:28,Fireboy DML,Bandana,178225
2024-06-07 11:38,Crazy Frog,Popcorn,192373
2024-06-07 11:41,CKay,love nwantiti (ah ah ah),145800
2024-06-07 11:44,Loïc Nottet,Mr/Mme,24890
2024-06-07 11:44,SKIY,Dreaming,192476
2024-06-07 13:35,Rihanna,Needed Me,29461
2024-06-07 13:35,A$AP Rocky,Hun43rd,1002
2024-06-07 13:35,Kanye West,Amazing,5375
2024-06-07 13:36,Diane Arkenstone,Voice of the Sea,4074
2024-06-07 13:36,Billy Joel,Allentown,12437
2024-06-07 15:10,David Guetta,Titanium (feat. Sia),245040
2024-06-07 15:13,Avicii,The Nights,176658
2024-06-07 15:17,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960
2024-06-07 15:21,The Chainsmokers,Something Just Like This,247160
2024-06-07 22:48,Stromae,humain à l'eau,209813
2024-06-07 22:48,Stromae,humain à l'eau,3456
2024-06-07 22:49,Richy Mitch & The Coal Miners,Evergreen,35968
2024-06-07 22:52,Harry Styles,Watermelon Sugar,20532
2024-06-07 22:57,Solee,March of the giants,457080
2024-06-07 22:58,Mative,Amber Skies,13845
2024-06-07 22:58,Timaya,Cold Outside,58323
2024-06-07 23:01,Nora En Pure,Life on Hold,207540
2024-06-07 23:01,Nora En Pure,Life on Hold,3969
2024-06-07 23:06,Cook & Stans,Endless Dancing,259671
2024-06-07 23:09,Philipp Wolf,Owls - Edit,226014
2024-06-07 23:13,Tonic Walter,Stay There,233562
2024-06-07 23:18,Ben Böhmer,Strangers,271770
2024-06-07 23:24,Agents Of Time,Zodiac,342857
2024-06-07 23:26,Nora Van Elken,Celestial,166153
2024-06-07 23:30,Stereoclip,Sunset Drive,234300
2024-06-07 23:34,Sultan + Shepard,The Way,215250
2024-06-07 23:37,Romain Garcia,Waves,191026
2024-06-07 23:41,Tonic Walter,Falling,224140
2024-06-07 23:44,Sans Souci,Nanika,184918
2024-06-07 23:53,Township Rebellion,Chaos,528959
2024-06-08 00:00,NTO,The Morning After,408595
2024-06-08 00:05,Ben Böhmer,Beyond Beliefs,313586
2024-06-08 00:09,Sultan + Shepard,Salta,222250
2024-06-08 00:12,Romain Garcia,White Flag,198463
2024-06-08 00:19,Tonic Walter,Into The Night,423006
2024-06-08 00:25,Tinlicker,Hypnotised,340114
2024-06-08 00:29,Nora En Pure,Reminiscing,258536
2024-06-08 00:32,Eelke Kleijn,De Orde Van De Nacht,205097
2024-06-08 00:37,Stereoclip,Airplane Lesson,252145
2024-06-08 00:40,NORRA,Run,191420
2024-06-08 00:43,Klur,Entangled,207052
2024-06-08 00:49,Adriatique,Home,330500
2024-06-08 00:55,Sainte Vie,High Seas,391440
2024-06-08 00:59,Sainte Vie,High Seas,204240
2024-06-08 01:03,Spencer Brown,Phases,266730
2024-06-08 01:06,Spada,Cornetto,192510
2024-06-08 01:12,Tale Of Us,Time - feat. Jules Buckley,310986
2024-06-08 01:15,Lipless,Wishing Well,188464
2024-06-08 01:15,Lipless,Wishing Well,14465
2024-06-08 01:18,Elton John,Cold Heart - PNAU Remix,202735
2024-06-08 01:20,Vance Joy,Riptide,16746
2024-06-08 01:20,Imagine Dragons,Bones,66012
2024-06-08 01:22,David Guetta,Titanium (feat. Sia),106922
2024-06-08 01:23,Avicii,The Nights,58666
2024-06-08 01:26,Benson Boone,Beautiful Things,180304
2024-06-08 01:29,Majestic,Rasputin,186209
2024-06-08 01:31,Imanbek,Belly Dancer,151475
2024-06-08 01:35,PSY,Gangnam Style (강남스타일),219493
2024-06-08 01:38,Gabry Ponte,Thunder,160000
2024-06-08 01:40,Nathan Evans,Wellerman - Sea Shanty,156160
2024-06-08 01:44,Taron Egerton,A Sky Full of Stars,206437
2024-06-08 08:33,Nathan Dawe,21 Reasons (feat. Ella Henderson),32291
2024-06-08 12:40,The Depreciation Guild,Dream About Me,215466
2024-06-08 12:43,Emei,Scatterbrain,906
2024-06-08 12:45,Emei,Scatterbrain,82282
2024-06-08 12:48,The Depreciation Guild,Dream About Me,289907
2024-06-08 12:51,Thee Sacred Souls,Can I Call You Rose?,165884
2024-06-08 12:55,Courtney Barnett,Pedestrian At Best,230560
2024-06-08 12:58,Oracle Sisters,Asc. Scorpio,166601
2024-06-08 13:00,Deerhunter,Revival,133666
2024-06-08 13:01,Drugdealer,Pictures of You,26564
2024-06-08 13:05,A$AP Rocky,Hun43rd,242746
2024-06-08 13:09,Kanye West,Amazing,238333
2024-06-08 13:10,Rihanna,Needed Me,85880
2024-06-08 13:13,BABYMETAL,RATATATA,156409
2024-06-08 13:13,BABYMETAL,RATATATA,25652
2024-06-08 13:17,Bryan Adams,Heaven,243246
2024-06-08 13:21,Tom Odell,Another Love,244293
2024-06-08 17:28,Bon Jovi,It's My Life,161397
2024-06-09 02:32,fwd/slash,Aural Therapy,50794
2024-06-09 02:34,Coi Leray,Players,138760
2024-06-09 02:38,Rogue,Let's Talk,230608
2024-06-09 02:40,David Guetta,I'm Good (Blue),84372
2024-06-09 02:44,Gilbert Montagné,Les sunlights des tropiques,17066
2024-06-09 02:44,Soprano,Roule,238893
2024-06-09 02:44,Carole Fredericks,A nos actes manqués,11337
2024-06-09 02:47,L.A.X,Sempe,171428
2024-06-09 02:49,Asake,Dull,100173
2024-06-09 02:52,Rema,Calm Down (with Selena Gomez),1728
2024-06-09 02:52,Mavins,Overloading (OVERDOSE),205000
2024-06-09 02:52,Coi Leray,Players,20158
2024-06-09 02:56,Afro B,Drogba (Joanna),199000
2024-06-09 03:00,Camidoh,Sugarcane - Remix,251147
2024-06-09 03:02,Kizz Daniel,Shu-Peru,139377
2024-06-09 03:05,Ayra Starr,Commas,157200
2024-06-09 03:08,David Guetta,I'm Good (Blue),6321
2024-06-09 03:08,Omah Lay,understand,174545
2024-06-09 03:11,Olamide,Trumpet,188656
2024-06-09 03:14,Davido,UNAVAILABLE (feat. Musa Keys),169911
2024-06-09 03:17,FAVE,Beautifully,169844
2024-06-09 03:20,Ice Prince,Shakara,200869
2024-06-09 03:23,Ayra Starr,Bloody Samaritan,187000
2024-06-09 03:26,SZA,Kill Bill,153946
2024-06-09 03:29,Tyla,Water,200255
2024-06-09 03:32,Fireboy DML,Vibration,198461
2024-06-09 03:35,JZyNo,Butta My Bread,143587
2024-06-09 03:38,Loreen,Tattoo,183374
2024-06-09 03:42,JVKE,this is what autumn feels like,219909
2024-06-09 03:44,SZA,Kill Bill,153946
2024-06-09 03:48,Kygo,It Ain't Me (with Selena Gomez),220780
2024-06-09 04:24,GAYLE,abcdefu,16625
2024-06-10 08:37,Benson Boone,Beautiful Things,180304
2024-06-10 08:41,Timaya,Cold Outside,4506
2024-06-10 08:41,Cook & Stans,Endless Dancing,259671
2024-06-10 08:44,Crazy Frog,Popcorn,192373
2024-06-10 08:47,Nathan Evans,Wellerman - Sea Shanty,156160
2024-06-10 08:51,Jungeli,Petit génie,217259
2024-06-10 08:53,CKay,love nwantiti (ah ah ah),145800
2024-06-10 08:56,Fireboy DML,Bandana,178225
2024-06-10 08:59,Aya Nakamura,Copines,171720
2024-06-10 09:52,PSY,Gangnam Style (강남스타일),33275
2024-06-10 10:58,Rogue,Let's Talk,419229
2024-06-10 11:02,Olamide,Trumpet,199110
2024-06-10 11:06,Benson Boone,Beautiful Things,3575
2024-06-10 11:06,JVKE,this is what space feels like,9682
2024-06-10 11:06,Solee,March of the giants,252725
2024-06-10 11:07,Camila Cabello,Havana (feat. Young Thug),1386
2024-06-10 11:07,Ed Sheeran,Shape of You,18854
2024-06-10 11:07,David Kushner,Daylight,10332
2024-06-10 11:07,Harry Styles,Watermelon Sugar,7765
2024-06-10 11:07,The Chainsmokers,Something Just Like This,6656
2024-06-10 11:08,CKay,love nwantiti (feat. ElGrande Toto) - North African Remix,38143
2024-06-10 11:09,CKay,love nwantiti (feat. ElGrande Toto) - North African Remix,46144
2024-06-10 14:43,KB Le Roi,Princesse,113408
2024-06-10 14:45,Mark Ambor,Belong Together,148317
2024-06-10 16:58,Disturbed,The Sound of Silence - CYRIL Remix,109849
2024-06-10 17:03,Fireboy DML,Bandana,11165
2024-06-10 17:03,Jungeli,Petit génie,263319
2024-06-10 17:04,Smaven,Mafana,57492
2024-06-10 17:04,Lena,Satellite,9032
2024-06-10 22:08,JAMIIE,Unfold Me,8618
2024-06-10 22:08,Victor Thompson,THIS YEAR (Blessings),10624
2024-06-10 22:08,Lena,Satellite,1728
2024-06-10 22:08,Helsloot,Never Leave,13120
2024-06-10 22:09,Harry Styles,As It Was,16768
2024-06-10 22:11,Martin Garrix,In the Name of Love,101440
2024-06-10 22:15,Coldplay,A Sky Full of Stars,267866
2024-06-10 22:18,Nicky Youre,Sunroof,163025
2024-06-10 22:21,David Guetta,2U (feat. Justin Bieber),194896
2024-06-10 22:28,Lost Frequencies,Are You With Me,58023
2024-06-10 22:28,Melosense,Moments,0
2024-06-10 22:29,Pheelz,Finesse - feat. French Montana,0
2024-06-10 22:29,Chris Brown,Under The Influence,0
2024-06-10 22:29,Ben Böhmer,Maelstrom,0
2024-06-10 22:29,Chop Daily,Yanna,0
2024-06-10 22:30,TWO LANES,Closer,5397
2024-06-10 22:30,Nora En Pure,Spring Embers,6741
2024-06-10 22:30,Nicky Youre,Sunroof,2474
2024-06-10 22:33,Chop Daily,Yanna,100458
2024-06-10 22:34,Ed Sheeran,Shape of You,5290
2024-06-11 06:29,Rod Stewart,I Don't Want to Talk About It,5312
2024-06-11 06:30,Rod Stewart,I Don't Want to Talk About It,1578
2024-06-11 06:30,Tayc,N'y pense plus,1227
2024-06-11 06:30,Oxlade,KU LO SA - A COLORS SHOW,1461
2024-06-11 06:30,Rod Stewart,I Don't Want to Talk About It (with The Royal Philharmonic Orchestra),10261
2024-06-11 06:30,Rod Stewart,I Don't Want to Talk About It,11562
2024-06-11 06:30,Lojay,Monalisa,651
2024-06-11 06:30,Sarz,TROBUL,1641
2024-06-11 06:30,1da Banton,No Wahala,1460
2024-06-11 06:30,Rod Stewart,I Don't Want to Talk About It - 2008 Remaster,4800
2024-06-11 06:30,Libianca,People (feat. Ayra Starr & Omah Lay),5790
2024-06-11 06:31,Camille Schneyder,Entre deux,1891
2024-06-11 06:31,Stromae,Tous les mêmes,9861
2024-06-11 06:31,Stromae,Tous les mêmes,461
2024-06-11 06:31,Ruger,Asiwaju,567
2024-06-11 06:31,Patrick Watson,Je te laisserai des mots,711
2024-06-11 06:31,Unknown Artist,Unknown Track,1591
2024-06-11 06:31,Bruno Coulais,Vois sur ton chemin,501
2024-06-11 06:31,Unknown Artist,Unknown Track,602
2024-06-11 06:32,Ed Sheeran,Happier,14272
2024-06-11 06:32,Rod Stewart,I Don't Want to Talk About It - 2008 Remaster,13440
2024-06-11 06:33,Rod Stewart,I Don't Want to Talk About It - 1989 Version,41964
2024-06-11 06:34,Tems,Love Me JeJe,4201
2024-06-11 06:34,Victony,"Soweto (with Don Toliver, Rema and Tempoe)",8060
2024-06-11 06:34,Rema,Soundgasm,831
2024-06-11 06:34,Sarz,TROBUL,3590
2024-06-11 06:34,CKay,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],4285
2024-06-11 06:34,Rema,Charm,3191
2024-06-11 06:34,Iyanya,One Side,7050
2024-06-11 06:34,Omah Lay,Holy Ghost,7851
2024-06-11 06:38,Johnny Nash,I Can See Clearly Now - Edit,164733
2024-06-11 06:41,Bruce Springsteen,Streets of Philadelphia - Single Edit,195080
2024-06-11 06:46,The Alan Parsons Project,Eye In The Sky,276280
2024-06-11 06:49,Roy Orbison,"Oh, Pretty Woman",178933
2024-06-11 06:53,Bryan Adams,Heaven,243360
2024-06-11 06:57,Cyndi Lauper,Time After Time,241333
2024-06-11 07:10,Simon & Garfunkel,The Sound of Silence - Acoustic Version,119478
2024-06-11 07:13,Lynx XII,Augury,156066
2024-06-11 07:15,Auðura,Orange Sky,129187
2024-06-11 07:18,Tall Towers,the echoing truth,126505
2024-06-11 07:20,BBG's,Tell A Story,160000
2024-06-11 07:23,Skeru,Photographic,139934
2024-06-11 07:25,Mimber,Oscillation,143060
